"russian_name","foreign_name","href","director","country","country2","year","duration","duration2","announced_name","announced_features"
"ПРИГОТОВЬТЕ ВАШИ НОСОВЫЕ ПЛАТКИ","PRÉPAREZ VOS MOUCHOIRS","http://www.kinohorosho.ru/node/1327","Бертран Блие","Франция-Бельгия","mixed",1977,108,"not short","ПРИГОТОВЬТЕ ВАШИ НОСОВЫЕ ПЛАТКИPRÉPAREZ VOS MOUCHOIRS","Франция-Бельгия, 1977, 108 мин."
"ПРИЗРАЧНЫЙ ПУТЬ","DER TRAUMHAFTE WEG","http://www.kinohorosho.ru/node/1294","Ангела Шанелек","Германия","not mixed",2016,81,"not short","ПРИЗРАЧНЫЙ ПУТЬDER TRAUMHAFTE WEG","Германия, 2016, 81 мин."
"ПРИМЕСЬ","UPSTREAM COLOR","http://www.kinohorosho.ru/node/859","Шэйн Каррут","США","not mixed",2013,96,"not short","ПРИМЕСЬUPSTREAM COLOR","США, 2013, 96 мин."
"ПРИТЯЖЕНИЕ","SEHNSUCHT","http://www.kinohorosho.ru/node/640","Валеска Гризебах","Германия","not mixed",2006,88,"not short","ПРИТЯЖЕНИЕSEHNSUCHT","Германия, 2006, 88 мин."
"ПРОМЕТЕЙ","","http://www.kinohorosho.ru/node/866","Максим Верёвкин, Анфим Х","Россия","not mixed",2001,6,"short","ПРОМЕТЕЙ","Россия, 2001, 6 мин."
"РЕАЛЬНОСТЬ + +","REALITY+","http://www.kinohorosho.ru/node/1028","Корали Фарге","Франция","not mixed",2015,22,"short","РЕАЛЬНОСТЬ +REALITY+","Франция, 2015, 22 мин."
"РЕВНОСТЬ","LA JALOUSIE","http://www.kinohorosho.ru/node/1011","Филипп Гаррель","Франция","not mixed",2013,76,"not short","РЕВНОСТЬLA JALOUSIE","Франция, 2013, 76 мин."
"РЕЗУНС","RESUNS","http://www.kinohorosho.ru/node/1022","Алин Зутер, Селин Карридруа","Швейцария","not mixed",2015,51,"not short","РЕЗУНСRESUNS","Швейцария, 2015, 51 мин."
"РЕКА","","http://www.kinohorosho.ru/node/1098","Алексей Балабанов","Россия","not mixed",2002,50,"not short","РЕКА","Россия, 2002, 50 мин."
"РЕКА","THE RIVER","http://www.kinohorosho.ru/node/911","Жан Ренуар","США-Франция-Индия","mixed",1951,99,"not short","РЕКАTHE RIVER","США-Франция-Индия, 1951, 99 мин."
"РЕКА ВСЕГДА ПРАВА","IL FIUME HA SEMPRE RAGIONE","http://www.kinohorosho.ru/node/1112","Сильвио Сольдини","Швейцария","not mixed",2016,74,"not short","РЕКА ВСЕГДА ПРАВАIL FIUME HA SEMPRE RAGIONE","Швейцария, 2016, 74 мин."
"РЕКА ЛОНДОН","LONDON RIVER","http://www.kinohorosho.ru/node/829","Рашид Бушареб","Великобритания-Франция-Алжир","mixed",2009,88,"not short","РЕКА ЛОНДОНLONDON RIVER","Великобритания-Франция-Алжир, 2009, 88 мин."
"РЕКА ТРАВЫ","RIVER OF GRASS","http://www.kinohorosho.ru/node/1212","Келли Райхардт","США","not mixed",1994,76,"not short","РЕКА ТРАВЫRIVER OF GRASS","США, 1994, 76 мин."
"РЕКВИЕМ","REQUIEM","http://www.kinohorosho.ru/node/756","Ханс-Кристиан Шмид","Германия","not mixed",2006,93,"not short","РЕКВИЕМREQUIEM  ","Германия, 2006, 93 мин."
"РЕМЕСЛО","TRADE","http://www.kinohorosho.ru/node/985","Эрнест Хуснутдинов","Россия","not mixed",2015,15,"short","РЕМЕСЛОTRADE","Россия, 2015, 15 мин."
"РУКЛИ","ROUKLI","http://www.kinohorosho.ru/node/1185","Вейко Ыунпуу","Эстония","not mixed",2015,99,"not short","РУКЛИROUKLI","Эстония, 2015, 99 мин."
"СВИНГ","SWING","http://www.kinohorosho.ru/node/1274","Чаба Фазекаш","Венгрия","not mixed",2014,117,"not short","СВИНГSWING","Венгрия, 2014, 117 мин."
"СВЯТЫЕ МОТОРЫ","HOLY MOTORS","http://www.kinohorosho.ru/node/461","Леос Каракс","Франция-Германия","mixed",2012,115,"not short","СВЯТЫЕ МОТОРЫHOLY MOTORS  ","Франция-Германия, 2012, 115 мин."
"СЕВЕРНЫЙ ВЕТЕР","","http://www.kinohorosho.ru/node/1356","Рената Литвинова","Россия","not mixed",2020,122,"not short","СЕВЕРНЫЙ ВЕТЕР","Россия, 2020, 122 мин."
"СЕДЬМАЯ ПЕЧАТЬ","DET SJUNDE INSEGLET","http://www.kinohorosho.ru/node/1216","Ингмар Бергман","Швеция","not mixed",1957,96,"not short","СЕДЬМАЯ ПЕЧАТЬDET SJUNDE INSEGLET","Швеция, 1957, 96 мин."
"СЕМЬЯ ВОЛЬБЕРГ","LA FAMILLE WOLBERG","http://www.kinohorosho.ru/node/738","Аксель Ропер","Франция","not mixed",2009,95,"not short","СЕМЬЯ ВОЛЬБЕРГ LA FAMILLE WOLBERG  ","Франция, 2009, 95 мин."
"СЕРЬЁЗНАЯ ИГРА","DEN ALLVARSAMMA LIKEN","http://www.kinohorosho.ru/node/1131","Пернилла Аугуст","Швеция","not mixed",2016,115,"not short","СЕРЬЁЗНАЯ ИГРАDEN ALLVARSAMMA LIKEN","Швеция, 2016, 115 мин."
"СИНЕСТЕЗИЯ","SINESTESIA","http://www.kinohorosho.ru/node/1111","Эрик Бернаскони","Швейцария","not mixed",2010,90,"not short","СИНЕСТЕЗИЯSINESTESIA","Швейцария, 2010, 90 мин."
"СИСТЕМА БЕЗОПАСНОСТИ","FAIL SAFE","http://www.kinohorosho.ru/node/1441","Сидни Люмет","США","not mixed",1964,102,"not short","СИСТЕМА БЕЗОПАСНОСТИFAIL SAFE","США, 1964, 102 мин."
"СКОРО НА ВАШИХ ЭКРАНАХ","PROCHAINEMENT SUR VOS ÉCRANS","http://www.kinohorosho.ru/node/597","Фабрис Марука","Франция","not mixed",2011,11,"short","СКОРО НА ВАШИХ ЭКРАНАХPROCHAINEMENT SUR VOS ÉCRANS","Франция, 2011, 11 мин."
"СКРОМНОЕ ОБАЯНИЕ БУРЖУАЗИИ","LE CHARME DISCRET DE LA BOURGEOISIE","http://www.kinohorosho.ru/node/1089","Луис Бунюэль","Франция","not mixed",1972,101,"not short","СКРОМНОЕ ОБАЯНИЕ БУРЖУАЗИИLE CHARME DISCRET DE LA BOURGEOISIE","Франция, 1972, 101 мин."
"СЛАБОСТИ","FAIBLESSES","http://www.kinohorosho.ru/node/571","Nicolas Giraud","Франция","not mixed",2009,27,"short","СЛАБОСТИFAIBLESSES","Франция, 2009, 27 мин."
"СЛОМАННЫЕ ГОРИЗОНТЫ","AM HIMMEL DER TAG","http://www.kinohorosho.ru/node/1155","Пола Ширин Бек","Германия-Франция","mixed",2012,90,"not short","СЛОМАННЫЕ ГОРИЗОНТЫAM HIMMEL DER TAG","Германия-Франция, 2012, 90 мин."
"СЛУГА","","http://www.kinohorosho.ru/node/365","Вадим Абдрашитов","СССР","not mixed",1988,141,"not short","СЛУГА","СССР, 1988, 141 мин."
"СМЕРТЕЛЬНАЯ ПОЕЗДКА","MORTELLE RANDONNÉE","http://www.kinohorosho.ru/node/848","Клод Миллер","Франция","not mixed",1983,116,"not short","СМЕРТЕЛЬНАЯ ПОЕЗДКАMORTELLE RANDONNÉE","Франция, 1983, 116 мин."
"СМЕРТЬ В ШОКОЛАДЕ","DEATH BY CHOCOLATE","http://www.kinohorosho.ru/node/1032","Дмитрий Гочгарян, Робин Верет","Канада","not mixed",2014,11,"short","СМЕРТЬ В ШОКОЛАДЕDEATH BY CHOCOLATE","Канада, 2014, 11 мин."
"СМЕХ ДЖОЙИ","RISATE DI GIOIA","http://www.kinohorosho.ru/node/972","Марио Моничелли","Италия","not mixed",1960,102,"not short","Смех Джойи Risate di Gioia","Италия, 1960, 102 мин."
"СНЫ ПАРТИЗАНА ГРИШИ","","http://www.kinohorosho.ru/node/787","Даниил Зинченко","Россия","not mixed",2013,13,"short","СНЫ ПАРТИЗАНА ГРИШИ","Россия, 2013, 13 мин."
"СОБАКА НА ПЕПЛЕ","","http://www.kinohorosho.ru/node/986","Эрнест Хуснутдинов","Россия","not mixed",2015,26,"short","СОБАКА НА ПЕПЛЕ","Россия, 2015, 26 мин."
"СОЛНЕЧНЫЕ","써니","http://www.kinohorosho.ru/node/822","Кан Хён Чхоль","Южная Корея","not mixed",2011,124,"not short","СОЛНЕЧНЫЕ써니","Южная Корея, 2011, 124 мин."
"СОЛО САННИ","SOLO SUNNY","http://www.kinohorosho.ru/node/891","Конрад Вольф, Вольфганг Кольхазе","Германия","not mixed",1980,100,"not short","СОЛО САННИ SOLO SUNNY","Германия (ГДР), 1980, 100 мин."
"СОЛЯРИС","","http://www.kinohorosho.ru/node/1230","Андрей Тарковский","СССР","not mixed",1972,169,"not short","СОЛЯРИС","ссср, 1972, 169 мин."
"СОМЕРСТАУН","SOMERS TOWN","http://www.kinohorosho.ru/node/694","Шэйн Медоуз","Великобритания","not mixed",2008,68,"not short","СОМЕРСТАУНSOMERS TOWN  ","Великобритания, 2008, 68 мин."
"СОФИЧКА","","http://www.kinohorosho.ru/node/1100","Кира Коваленко","Абхазия","not mixed",2016,78,"not short","СОФИЧКА ","Абхазия, 2016, 78 мин."
"СПАЛЬНЫЙ РАЙОН","","http://www.kinohorosho.ru/node/1189","Станислав Малков","Россия","not mixed",2017,20,"short","СПАЛЬНЫЙ РАЙОН","Россия, 2017, 20 мин."
"СРЫВМАШИНА","","http://www.kinohorosho.ru/node/786","Надежда Гришина","Россия","not mixed",2013,8,"short","СРЫВМАШИНА","Россия, 2013, 8 мин."
"СТАЛКЕР","","http://www.kinohorosho.ru/node/1232","Андрей Тарковский","СССР","not mixed",1979,163,"not short","СТАЛКЕР","СССР, 1979, 163 мин."
"СТАРАЯ МИНУТА","LA MINUTE VIEILLE","http://www.kinohorosho.ru/node/596","Фабрис Марука","Франция","not mixed",2009,3,"short","СТАРАЯ МИНУТАLA MINUTE VIEILLE","Франция, 2009, 3 мин."
"СТАЯ","LA HARDE","http://www.kinohorosho.ru/node/558","Kathy Sebbah","Франция","not mixed",2009,21,"short","СТАЯLA HARDE","Франция, 2009, 21 мин."
"СТОКГОЛЬМСКИЕ ИСТОРИИ","STOCKHOLM STORIES","http://www.kinohorosho.ru/node/922","Карин Фален","Швеция","not mixed",2014,97,"not short","СТОКГОЛЬМСКИЕ ИСТОРИИ STOCKHOLM STORIES","Швеция, 2014, 97 мин."
"СТРАНА БУДУЩЕГО","","http://www.kinohorosho.ru/node/876","Евгений Кузнецов","Россия","not mixed",2011,30,"short","СТРАНА БУДУЩЕГО","Россия, 2011, 30 мин."
"СТРАХ И ТРЕПЕТ","","http://www.kinohorosho.ru/node/370","Ален Корно","Франция-Япония","mixed",2003,107,"not short","СТРАХ                      И ТРЕПЕТ","Франция – Япония, 2003, 107 мин."
"СТРАХ СЪЕСТЬ ДУША","ANGST ESSEN SEELE AUF","http://www.kinohorosho.ru/node/886","Райнер Вернер Фассбиндер","ФРГ","not mixed",1974,93,"not short","СТРАХ СЪЕСТЬ ДУША ANGST ESSEN SEELE AUF ","Германия (ФРГ), 1974, 93 мин."
"СТРАХОВОЙ АГЕНТ","ADJUSTER","http://www.kinohorosho.ru/node/1194","Атом Эгоян","Канада","not mixed",1991,102,"not short","СТРАХОВОЙ АГЕНТADJUSTER","Канада, 1991, 102 мин."
"СУБМАРИНА","SUBMARINE","http://www.kinohorosho.ru/node/456","Ричард Айоаде","Великобритания-США","mixed",2010,97,"not short","СУБМАРИНАSUBMARINE  ","Великобритания-США, 2010, 97 мин."
"ТЕНИ ЗАБЫТЫХ ПРЕДКОВ","ТІНІ ЗАБУТИХ ПРЕДКІВ","http://www.kinohorosho.ru/node/1403","Сергей Параджанов","СССР","not mixed",1965,95,"not short","ТЕНИ ЗАБЫТЫХ ПРЕДКОВТІНІ ЗАБУТИХ ПРЕДКІВ","СССР, 1965, 95 мин."
"ТЕРАПИЯ","","http://www.kinohorosho.ru/node/1445","Юлия Серьгина","Россия","not mixed",2017,52,"not short","ТЕРАПИЯ","Россия, 2017, 52 мин."
"ТИМБУКТУ","TIMBUKTU","http://www.kinohorosho.ru/node/942","Абдеррахман Сиссако","Франция-Мавритания","mixed",2014,96,"not short","ТИМБУКТУ TIMBUKTU","Франция-Мавритания, 2014, 96 мин."
"ТИХОЕ СЕРДЦЕ","STILLE HJERTE","http://www.kinohorosho.ru/node/1154","Билле Аугуст","Дания","not mixed",2014,97,"not short","ТИХОЕ СЕРДЦЕSTILLE HJERTE","Дания, 2014, 97 мин."
"ТИШИНА БЕЗ КРЫЛЬЕВ","TOBENAI CHINMOKU","http://www.kinohorosho.ru/node/1199","Кадзуо Куроки","Япония","not mixed",1966,110,"not short","ТИШИНА БЕЗ КРЫЛЬЕВTOBENAI CHINMOKU","Япония, 1966, 110 мин."
"ТИШИНА ПОСЛЕ ВЫСТРЕЛА","DIE STILLE NACH DEM SCHUSS","http://www.kinohorosho.ru/node/1176","Фолькер Шлёндорф","Германия","not mixed",2000,103,"not short","ТИШИНА ПОСЛЕ ВЫСТРЕЛАDIE STILLE NACH DEM SCHUß","Германия, 2000, 103 мин."
"ТОКИЙСКАЯ ПОВЕСТЬ","東京物語","http://www.kinohorosho.ru/node/1450","Ясудзиро Одзу","Япония","not mixed",1953,136,"not short","ТОКИЙСКАЯ ПОВЕСТЬ東京物語","Япония, 1953, 136 мин."
"ТОММИ","TOMMY","http://www.kinohorosho.ru/node/1226","Кен Рассел","Великобритания","not mixed",1975,111,"not short","ТОММИTOMMY","Великобритания, 1975, 111 мин."
"ТОНИ ЭРДМАНН","TONI ERDMANN","http://www.kinohorosho.ru/node/1296","Марен Аде","Германия-Австрия","mixed",2016,162,"not short","ТОНИ ЭРДМАННTONI ERDMANN ","Германия-Австрия, 2016, 162 мин."
"ТОРЭ ТАНЦУЕТ","TORE TANZT","http://www.kinohorosho.ru/node/943","Катрин Геббе","Германия","not mixed",2013,108,"not short","ТОРЭ ТАНЦУЕТ TORE TANZT","Германия, 2013, 108 мин."
"ТОСКА ВЕРОНИКИ ФОСС","DIE SEHNSUCHT DER VERONIKA VOSS","http://www.kinohorosho.ru/node/373","Райнер Вернер Фассбиндер","ФРГ","not mixed",1984,104,"not short","ТОСКА ВЕРОНИКИ ФОССDIE SEHNSUCHT DER VERONIKA VOSS","ФРГ, 1984, 104 мин."
"ТРИ ВОСПОМИНАНИЯ МОЕЙ ЮНОСТИ","TROIS SOUVENIRS DE MA JEUNESSE","http://www.kinohorosho.ru/node/1066","Арно Деплешен","Франция","not mixed",2015,124,"not short","ТРИ ВОСПОМИНАНИЯ МОЕЙ ЮНОСТИTROIS SOUVENIRS DE MA JEUNESSE","Франция, 2015, 124 мин."
"ТРИКО","","http://www.kinohorosho.ru/node/1101","Михаил Кулунаков","Россия","not mixed",2013,24,"short","ТРИКО","Россия (Алтай), 2013, 24 мин."
"ТРОПЫ СЛАВЫ","PATHS OF GLORY","http://www.kinohorosho.ru/node/1454","Стэнли Кубрик","США","not mixed",1957,88,"not short","ТРОПЫ СЛАВЫPATHS OF GLORY","США, 1957, 88 мин."
"ТУРИНСКАЯ ЛОШАДЬ","A TORINÓI LÓ","http://www.kinohorosho.ru/node/469","Бела Тарр","Венгрия-Франция-Гремания-Швейцария-США","mixed",2011,146,"not short","ТУРИНСКАЯ ЛОШАДЬA TORINÓI LÓ ","Венгрия-Франция-Гремания-Швейцария-США, 2011, 146 мин."
"УЛЫБКИ ЛЕТНЕЙ НОЧИ","SOMMARNATTENS LEENDE","http://www.kinohorosho.ru/node/701","Ингмар Бергман","Швеция","not mixed",1955,110,"not short","УЛЫБКИ ЛЕТНЕЙ НОЧИSOMMARNATTENS LEENDE ","Швеция, 1955, 110 мин."
"УНДИНА","UNDINE","http://www.kinohorosho.ru/node/1352","Кристиан Петцольд","Германия","not mixed",2020,90,"not short","УНДИНАUNDINE","Германия, 2020, 90 мин."
"УРОН","DAMAGE","http://www.kinohorosho.ru/node/951","Луи Маль","Великобритания-Франция","mixed",1992,11,"short","УРОН DAMAGE","Великобритания-Франция, 1992, 11 мин."
"УСЯ","WU XIA","http://www.kinohorosho.ru/node/1049","Питер Хо-Сун Чан","Гонконг-Китай","mixed",2011,116,"not short","УСЯWU XIA","Гонконг-Китай, 2011, 116 мин."
"УТАМАРО И ЕГО ПЯТЬ ЖЕНЩИН","UTAMARO O MEGURU GONIN NO ONNA","http://www.kinohorosho.ru/node/741","Кэндзи Мидзогути","Япония","not mixed",1946,95,"not short","УТАМАРО И ЕГО ПЯТЬ ЖЕНЩИНUTAMARO O MEGURU GONIN NO ONNA  ","Япония, 1946, 95 мин."
